Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
23284	ADGRL3	.	.	.	2	.	2	.	.	.	.	.	.
23408	SIRT5	2	.	.	.	.	.	.	.	.	.	.	.
3785	KCNQ2	.	.	.	2	.	2	2	.	.	.	.	.
6209	RPS15	.	.	.	.	.	.	.	.	.	1	.	.
10788	IQGAP2	.	.	.	.	.	.	.	2	.	.	.	.
440279	UNC13C	.	.	.	.	.	.	.	.	.	2	.	.
2266	FGG	1	.	.	.	.	.	.	.	.	1	.	.
4967	OGDH	1	.	.	.	.	.	.	.	.	.	.	.
6128	RPL6	.	.	.	.	.	.	.	2	.	.	.	.
4723	NDUFV1	.	.	.	1	.	.	.	.	.	.	.	.
10908	PNPLA6	.	.	.	.	.	.	3	.	.	.	.	.
345651	ACTBL2	.	.	.	2	.	.	.	.	.	.	.	.
2899	GRIK3	.	.	.	2	.	.	.	.	.	.	.	.
302	ANXA2	.	2	.	1	.	.	.	1	.	.	.	.
6389	SDHA	.	.	.	.	.	.	.	.	.	.	2	.
829	CAPZA1	.	.	.	.	.	.	.	1	.	.	.	.
56666	PANX2	.	.	.	.	.	2	.	2	.	.	.	2
25782	RAB3GAP2	.	2	.	.	.	.	.	.	.	.	.	.
3006	H1-2	1	.	.	.	.	.	.	1	.	.	.	.
3008	H1-4	.	.	.	1	.	.	.	.	.	.	.	.
8243	SMC1A	.	.	.	.	.	.	1	.	.	.	.	.
55074	OXR1	.	3	3	3	3	.	.	.	.	.	.	.
4522	MTHFD1	2	.	3	2	3	.	.	.	.	.	.	.
6125	RPL5	.	2	.	1	.	.	.	.	.	.	.	2
8342	H2BC14	.	.	.	.	.	.	.	.	.	.	2	.
492	ATP2B3	.	.	.	.	.	.	.	2	.	.	.	.
221061	FAM171A1	.	.	.	.	.	.	.	.	.	2	.	.
5858	PZP	2	.	.	.	.	.	.	.	.	.	.	.
23271	CAMSAP2	.	.	.	.	.	1	.	.	.	.	.	.
10514	MYBBP1A	.	.	2	.	2	.	.	.	.	.	.	.
64324	NSD1	.	.	.	.	.	.	1	.	.	.	.	.
1767	DNAH5	.	2	.	1	.	.	.	.	.	.	.	.
4713	NDUFB7	.	2	2	2	2	.	2	.	.	.	.	.
477	ATP1A2	.	.	.	.	.	2	.	2	.	.	.	.
1828	DSG1	2	.	.	.	.	.	.	.	.	.	.	3
129684	CNTNAP5	.	.	2	2	2	.	.	.	.	.	.	.
10178	TENM1	.	.	.	.	.	.	2	.	.	.	.	.
55619	DOCK10	.	.	.	1	.	.	.	.	.	.	.	.
23352	UBR4	.	.	.	.	.	.	2	.	.	.	.	.
51673	TPPP3	.	.	.	2	.	.	.	.	.	.	.	.
54832	VPS13C	.	1	.	1	.	.	.	.	.	.	.	.
1769	DNAH8	.	.	2	.	2	.	.	.	.	.	.	.
26059	ERC2	.	1	.	1	.	.	.	.	.	.	.	.
5019	OXCT1	.	.	.	1	.	.	.	.	.	.	.	.
50809	HP1BP3	.	.	.	1	.	.	.	.	.	.	.	.
55799	CACNA2D3	.	2	.	2	.	.	.	.	.	.	.	.
6566	SLC16A1	.	.	.	.	.	1	.	.	.	.	.	.
5550	PREP	.	.	.	.	.	.	.	.	.	.	.	1
65078	RTN4R	2	.	.	1	.	.	.	.	.	.	.	.
4916	NTRK3	.	2	1	1	1	.	.	.	.	.	.	.
6326	SCN2A	.	.	2	1	2	1	2	.	.	.	.	.
7846	TUBA1A	.	.	.	1	.	.	.	.	.	.	.	.
1268	CNR1	1	.	.	1	.	2	.	1	2	2	.	2
6520	SLC3A2	.	.	.	.	.	.	.	.	.	.	2	.
10497	UNC13B	.	.	.	.	.	.	.	.	.	1	.	.
10752	CHL1	.	.	.	3	.	2	.	.	.	.	.	.
23154	NCDN	.	.	.	.	.	.	.	.	.	.	2	.
4976	OPA1	.	.	.	1	.	.	.	2	.	.	.	2
55605	KIF21A	.	.	.	2	.	.	.	.	.	.	.	.
6207	RPS13	.	1	.	1	.	.	.	.	.	.	.	.
6712	SPTBN2	.	2	.	.	.	.	.	.	.	.	.	.
90678	LRSAM1	1	.	.	.	.	.	.	.	.	.	.	.
5141	PDE4A	.	2	.	1	.	.	.	.	.	.	.	2
5144	PDE4D	.	.	.	1	.	.	2	1	.	.	.	.
6854	SYN2	.	1	1	1	1	1	.	.	.	.	.	.
5880	RAC2	.	.	.	.	.	1	.	.	.	.	.	.
10587	TXNRD2	.	.	.	2	.	.	.	.	.	.	.	.
5306	PITPNA	.	.	.	1	.	.	.	.	.	.	.	.
11113	CIT	.	2	.	1	.	.	.	.	.	.	.	.
3074	HEXB	2	.	.	.	.	.	.	.	.	.	.	.
3832	KIF11	.	.	.	.	.	.	2	.	.	.	.	.
4744	NEFH	2	.	.	.	.	.	.	.	.	.	.	2
7223	TRPC4	.	.	.	.	.	3	.	2	.	.	.	.
3745	KCNB1	.	.	.	1	.	1	.	.	.	.	.	.
3609	ILF3	.	.	.	.	.	.	.	2	.	.	.	.
4983	OPHN1	.	.	.	.	.	.	2	.	.	.	.	.
6134	RPL10	.	.	2	.	2	.	.	.	.	.	.	.
8502	PKP4	.	.	.	1	.	.	.	.	.	.	.	.
7402	UTRN	.	.	.	.	.	2	.	.	.	.	.	.
1958	EGR1	2	.	.	2	.	2	.	.	.	.	.	.
1901	S1PR1	2	.	.	.	.	.	.	2	.	.	.	2
391	RHOG	.	.	.	.	.	.	2	.	.	.	.	.
2784	GNB3	1	2	.	1	.	2	.	2	.	.	.	.
57787	MARK4	1	.	.	.	.	.	.	.	.	.	.	.
131118	DNAJC19	.	.	.	1	.	.	.	.	.	.	.	.
8452	CUL3	.	.	.	2	.	.	.	2	.	.	.	.
6792	CDKL5	.	.	2	.	2	2	2	.	.	.	.	.
1993	ELAVL2	.	3	3	2	3	.	.	.	.	.	.	.
23325	WASHC4	3	.	.	.	.	.	2	.	.	.	.	.
4900	NRGN	1	.	.	1	.	.	2	.	.	2	.	.
3786	KCNQ3	.	.	.	.	.	2	2	3	.	.	.	.
823	CAPN1	1	.	.	.	.	1	.	.	.	1	.	.
176	ACAN	.	2	.	1	.	.	.	.	.	.	.	.
284217	LAMA1	1	.	.	.	.	.	.	.	.	.	.	.
64219	PJA1	.	.	.	1	.	.	2	.	.	.	.	.
6683	SPAST	.	.	.	.	.	.	3	.	.	.	.	.
2554	GABRA1	.	.	1	1	1	1	.	.	.	.	.	.
55236	UBA6	.	.	.	.	.	.	.	.	.	2	.	.
5579	PRKCB	.	.	1	.	1	.	.	.	.	.	.	.
8537	BCAS1	.	2	.	2	.	.	.	.	.	.	.	.
8777	MPDZ	.	.	.	2	.	.	.	.	.	.	.	.
9343	EFTUD2	.	.	.	.	.	.	2	.	.	.	.	.
2900	GRIK4	.	3	.	2	.	.	.	.	.	.	.	.
113246	C12orf57	.	.	.	.	.	.	3	.	.	.	.	.
7345	UCHL1	1	.	.	1	.	.	.	.	1	1	.	.
1456	CSNK1G3	1	.	.	.	.	.	.	.	.	.	.	.
5116	PCNT	.	2	.	2	.	.	.	.	.	.	.	.
6390	SDHB	.	.	.	.	.	.	.	.	.	2	.	.
2566	GABRG2	1	1	1	1	1	1	.	.	.	.	.	.
3746	KCNC1	.	.	.	2	.	2	.	.	.	.	.	.
6335	SCN9A	.	.	2	.	2	1	.	.	.	.	.	.
261726	TIPRL	.	.	.	.	.	2	.	.	.	.	.	.
3502	IGHG3	2	.	.	.	.	.	.	.	.	.	.	.
80142	PTGES2	2	.	.	.	.	.	.	.	.	.	.	.
1938	EEF2	2	.	.	.	.	.	.	.	.	.	.	.
10159	ATP6AP2	.	.	.	.	.	.	2	2	.	.	.	.
38	ACAT1	.	.	.	.	.	.	.	1	.	.	.	.
6801	STRN	.	.	.	2	.	.	.	.	.	.	.	.
5813	PURA	1	.	.	1	.	2	1	.	.	.	.	.
8450	CUL4B	.	.	.	.	.	.	1	.	.	.	.	.
8428	STK24	1	.	.	.	.	.	.	.	.	.	.	.
51400	PPME1	.	.	.	.	.	1	.	.	.	.	.	.
22933	SIRT2	1	.	.	.	.	.	.	.	2	2	.	.
8500	PPFIA1	.	.	.	.	.	1	.	.	.	.	.	.
8499	PPFIA2	.	.	.	1	.	.	.	.	.	.	.	.
249	ALPL	2	.	.	.	.	2	1	.	.	.	.	.
23255	MTCL1	.	.	.	.	.	.	.	.	.	2	.	.
55201	MAP1S	.	.	.	.	.	.	.	.	.	.	2	.
23215	PRRC2C	2	.	.	.	.	.	.	.	.	.	.	.
57084	SLC17A6	2	2	2	1	2	.	.	.	.	.	.	.
64848	YTHDC2	.	.	.	.	.	2	.	.	.	.	.	.
10632	ATP5MG	.	.	.	.	.	.	2	.	.	.	.	.
54862	CC2D1A	.	.	.	.	.	.	2	.	.	.	.	.
8682	PEA15	.	.	.	1	.	.	.	.	.	.	.	.
5862	RAB2A	.	.	.	.	.	.	2	.	.	.	.	.
22998	LIMCH1	.	.	.	.	.	.	.	.	.	2	.	.
2876	GPX1	.	.	2	2	2	.	.	2	.	2	.	.
2746	GLUD1	.	.	.	1	.	2	.	.	.	.	1	.
9732	DOCK4	.	.	2	1	2	.	.	.	.	.	.	.
116987	AGAP1	.	.	1	2	1	.	.	.	.	.	.	.
873	CBR1	.	.	.	1	.	.	.	.	.	.	2	.
10409	BASP1	.	2	.	1	.	.	.	.	.	.	.	.
285513	GPRIN3	.	.	.	.	.	.	.	.	.	2	.	.
23167	EFR3A	2	.	.	.	.	.	.	.	.	.	.	.
1650	DDOST	.	.	.	.	.	.	.	.	.	2	.	.
523	ATP6V1A	.	.	.	1	.	.	.	.	.	.	.	.
490	ATP2B1	1	.	.	.	.	.	.	1	.	.	.	.
23385	NCSTN	2	.	.	.	.	.	.	.	.	.	.	.
644	BLVRA	1	.	.	.	.	.	.	1	.	.	.	.
1212	CLTB	.	.	.	2	.	.	.	.	.	.	.	.
6888	TALDO1	.	.	.	.	.	.	.	.	.	.	.	2
4697	NDUFA4	.	2	.	.	.	.	.	.	.	.	.	.
5250	SLC25A3	.	.	.	2	.	.	.	.	.	.	.	.
6233	RPS27A	.	1	.	.	.	.	.	.	.	.	.	.
81027	TUBB1	.	.	.	.	.	.	.	.	.	.	1	.
53981	CPSF2	2	.	.	.	.	.	.	.	.	.	.	.
119	ADD2	.	.	.	.	.	.	.	2	.	.	.	.
23209	MLC1	.	.	.	2	.	.	.	.	.	.	.	.
27020	NPTN	.	.	.	2	.	.	.	.	.	.	.	.
10160	FARP1	2	.	.	.	.	.	.	.	.	.	.	.
29801	ZDHHC8	.	.	.	2	.	.	.	.	.	.	.	.
4726	NDUFS6	.	.	.	1	.	.	.	.	.	.	.	.
8604	SLC25A12	.	.	2	2	2	.	.	.	.	.	.	.
4729	NDUFV2	.	2	.	1	.	.	.	.	.	2	.	.
4719	NDUFS1	.	.	.	1	.	.	.	.	.	.	2	.
7384	UQCRC1	.	.	.	2	.	.	.	.	.	.	.	.
6472	SHMT2	.	.	.	1	.	.	.	.	.	.	.	.
25902	MTHFD1L	1	.	.	.	.	.	.	.	.	.	.	.
56993	TOMM22	.	.	.	.	.	.	.	.	.	1	.	.
10165	SLC25A13	1	.	.	.	.	.	.	.	.	.	2	.
537	ATP6AP1	.	.	.	.	.	.	2	.	.	.	.	.
79789	CLMN	2	.	.	.	.	.	.	.	.	.	.	.
55831	EMC3	2	.	.	.	.	.	.	.	.	.	.	.
57620	STIM2	.	.	.	.	.	2	.	.	.	.	.	.
23078	VWA8	.	.	.	.	.	.	.	.	.	.	.	1
8443	GNPAT	.	.	.	2	.	.	.	.	.	.	.	.
84129	ACAD11	.	.	.	.	.	.	.	.	.	2	.	.
55860	ACTR10	1	.	.	.	.	.	.	.	.	.	.	.
57609	DIP2B	.	.	.	.	.	.	1	.	.	.	.	.
3305	HSPA1L	.	.	.	1	.	.	.	1	.	.	.	.
7411	VBP1	.	.	.	.	.	.	2	.	.	.	.	.
25994	HIGD1A	2	.	.	.	.	.	.	.	.	.	.	.
23074	UHRF1BP1L	.	.	.	2	.	.	.	.	.	.	.	.
3029	HAGH	.	.	2	1	2	.	.	.	.	.	.	.
51649	MRPS23	.	2	.	.	.	1	.	.	.	.	.	1
65992	DDRGK1	.	.	.	.	.	.	.	.	.	2	.	.
23344	ESYT1	.	.	.	2	.	.	.	.	.	.	.	.
4642	MYO1D	.	.	.	2	.	.	.	2	.	.	.	.
5981	RFC1	1	.	.	.	.	.	.	.	.	.	.	.
56922	MCCC1	.	2	.	.	.	.	.	.	.	2	.	.
6745	SSR1	.	.	.	.	.	.	.	.	.	.	.	2
7057	THBS1	.	2	2	1	2	.	.	2	.	.	.	.
381	ARF5	.	.	.	.	.	.	.	.	.	.	2	.
205	AK4	.	.	.	.	.	.	.	.	.	2	.	.
23438	HARS2	.	.	.	1	.	.	.	.	.	.	.	.
23395	LARS2	.	2	.	1	.	.	.	.	.	.	.	.
374291	NDUFS7	.	.	.	1	.	.	.	.	.	.	.	.
4200	ME2	.	.	.	.	.	2	.	.	.	.	.	.
50	ACO2	1	.	.	2	.	.	.	.	.	.	.	.
9217	VAPB	.	.	.	1	.	.	.	.	.	.	.	.
4928	NUP98	.	.	.	.	.	.	2	.	.	.	.	.
7416	VDAC1	1	.	.	.	.	.	.	.	.	1	.	1
10109	ARPC2	.	.	.	.	.	2	.	.	.	.	.	.
23071	ERP44	.	.	.	.	.	.	.	2	.	.	.	.
23576	DDAH1	.	.	.	2	.	.	.	2	.	.	.	2
231	AKR1B1	.	.	.	.	.	.	.	.	.	.	1	.
24137	KIF4A	.	.	.	.	.	.	1	.	.	.	.	.
1266	CNN3	.	.	.	.	.	2	.	.	.	.	.	.
2182	ACSL4	.	.	.	.	.	.	2	.	.	.	.	.
23237	ARC	1	2	.	1	.	.	.	.	.	.	.	.
56926	NCLN	.	2	.	2	.	.	.	.	.	.	.	.
84630	TTBK1	1	.	.	.	.	.	.	.	.	.	.	.
526	ATP6V1B2	.	1	.	1	.	.	.	.	.	.	.	.
1666	DECR1	.	.	.	.	.	.	.	.	.	.	3	.
22	ABCB7	.	.	.	.	.	.	2	.	.	.	.	.
1356	CP	2	.	.	.	.	.	.	2	2	2	.	.
57608	JCAD	2	.	.	.	.	.	.	.	.	.	.	.
22848	AAK1	.	.	.	.	.	.	.	.	.	2	.	.
57568	SIPA1L2	.	.	.	.	.	.	.	.	.	2	.	.
2555	GABRA2	.	1	1	1	1	1	.	.	.	.	.	.
8787	RGS9	.	.	.	1	.	.	.	.	.	.	.	.
5110	PCMT1	1	.	.	1	.	.	.	.	.	.	.	.
6950	TCP1	.	.	.	.	.	.	.	.	.	.	2	.
9211	LGI1	.	.	.	.	.	1	.	.	.	.	.	.
57863	CADM3	.	.	.	2	.	.	.	.	.	.	3	.
7991	TUSC3	.	.	.	.	.	.	1	.	.	.	.	.
56776	FMN2	2	.	.	.	.	.	2	.	.	.	.	.
6327	SCN2B	.	.	.	.	.	1	.	2	.	.	.	.
713	C1QB	.	.	.	2	.	.	.	.	.	2	.	.
9762	LZTS3	.	.	.	.	.	.	.	.	.	2	.	.
830	CAPZA2	.	.	.	.	.	.	.	.	.	.	.	2
8525	DGKZ	.	1	.	.	.	.	.	.	.	.	.	.
8867	SYNJ1	1	2	.	.	.	.	.	.	.	1	.	.
8754	ADAM9	1	.	.	.	.	.	.	.	.	.	.	.
4897	NRCAM	.	.	2	.	2	.	.	.	.	.	.	.
26047	CNTNAP2	1	1	2	1	2	2	2	.	.	.	.	.
8853	ASAP2	.	.	.	.	.	.	.	.	.	.	.	1
966	CD59	.	1	.	.	.	.	.	.	.	.	.	.
9948	WDR1	2	.	.	1	.	.	.	.	.	.	.	.
4978	OPCML	.	.	.	1	.	.	.	.	.	.	.	.
7203	CCT3	.	.	.	1	.	.	.	.	.	.	.	.
84687	PPP1R9B	.	.	.	1	.	.	.	.	.	.	.	.
3738	KCNA3	1	.	.	.	.	.	.	.	.	.	.	2
9414	TJP2	.	1	.	.	.	.	.	.	.	.	.	.
7162	TPBG	.	.	.	.	.	.	.	2	.	.	.	.
9868	TOMM70	.	.	.	.	.	.	.	.	.	1	.	.
9550	ATP6V1G1	.	2	.	.	.	.	.	.	.	.	.	.
9446	GSTO1	2	.	.	.	.	.	.	1	.	.	.	.
6227	RPS21	.	.	.	.	.	.	.	1	.	.	.	.
7018	TF	2	.	2	1	2	.	.	2	.	1	.	.
785	CACNB4	.	.	.	.	.	1	.	.	.	.	.	.
9842	PLEKHM1	.	.	.	.	.	.	.	.	.	2	.	.
9568	GABBR2	.	.	1	1	1	1	.	.	.	.	.	.
57498	KIDINS220	1	.	.	.	.	.	.	.	.	.	.	.
9620	CELSR1	.	.	.	1	.	.	.	.	.	.	.	.
8895	CPNE3	.	.	.	2	.	.	.	.	.	.	.	.
7812	CSDE1	.	.	1	.	1	.	.	.	.	.	.	.
7511	XPNPEP1	.	.	.	.	.	.	.	2	.	.	.	.
51196	PLCE1	.	2	.	.	.	.	.	2	.	.	.	.
84152	PPP1R1B	.	2	2	1	2	.	.	.	.	.	.	.
874	CBR3	.	.	.	.	.	.	.	.	.	.	2	.
308	ANXA5	.	.	.	2	.	.	.	2	.	.	.	.
4694	NDUFA1	.	.	.	.	.	3	.	.	.	3	.	.
6515	SLC2A3	2	.	.	.	.	.	.	.	2	.	.	.
6727	SRP14	.	.	.	.	.	.	.	1	.	.	.	.
57662	CAMSAP3	.	.	.	.	.	.	2	.	.	.	.	.
9223	MAGI1	1	1	.	1	.	.	.	.	.	.	.	.
9900	SV2A	.	.	.	1	.	1	.	.	.	.	.	.
60412	EXOC4	1	.	.	.	.	.	.	.	.	.	.	.
9779	TBC1D5	.	.	.	1	.	.	.	.	.	.	.	.
4707	NDUFB1	.	.	.	.	.	.	.	.	.	2	.	.
84726	PRRC2B	.	.	.	.	.	.	2	.	.	.	.	.
84628	NTNG2	.	.	.	1	.	2	.	.	.	.	.	.
9495	AKAP5	.	2	.	.	.	.	.	.	.	.	.	.
8997	KALRN	1	.	.	1	.	.	.	.	.	.	.	.
9901	SRGAP3	.	.	.	.	.	.	1	.	.	.	.	.
55690	PACS1	.	.	.	.	.	.	2	.	.	.	.	.
491	ATP2B2	.	.	2	.	2	.	.	.	.	.	.	.
8662	EIF3B	.	1	.	1	.	.	.	.	.	.	.	3
8506	CNTNAP1	.	.	.	.	.	.	.	.	.	.	2	.
18	ABAT	.	.	2	.	2	2	.	.	.	.	.	.
6000	RGS7	.	.	.	.	.	.	.	.	.	.	.	2
29934	SNX12	1	.	.	.	.	.	.	.	.	.	.	.
2914	GRM4	.	.	.	.	.	2	.	.	.	.	.	.
85300	ATCAY	.	.	.	1	.	.	.	.	.	.	.	.
57468	SLC12A5	.	.	.	2	.	3	.	.	.	.	.	3
84894	LINGO1	.	.	.	1	.	.	.	.	.	1	.	1
93664	CADPS2	.	.	2	.	2	.	2	.	.	.	.	.
55915	LANCL2	.	.	.	2	.	.	.	.	.	.	.	.
23096	IQSEC2	.	.	.	.	.	.	2	.	.	.	.	.
5230	PGK1	.	.	.	1	.	.	.	.	.	.	.	.
4538	ND4	.	.	.	.	.	2	.	.	.	.	.	.
4540	ND5	.	.	.	1	.	1	.	.	.	3	.	2
6506	SLC1A2	2	.	.	1	.	2	.	.	.	2	.	2
5538	PPT1	.	.	.	2	.	.	.	.	.	.	.	.
5445	PON2	2	.	.	.	.	.	.	2	.	2	.	.
7857	SCG2	.	.	.	.	.	.	.	2	.	.	.	.
6900	CNTN2	.	.	.	.	.	1	.	.	.	.	.	2
7167	TPI1	1	.	.	1	.	.	.	.	.	.	.	2
57680	CHD8	.	.	2	.	2	.	.	.	.	.	.	.
85440	DOCK7	.	.	.	.	.	1	.	.	.	.	.	.
6391	SDHC	.	2	.	1	.	.	.	.	.	.	.	.
9987	HNRNPDL	1	.	.	.	.	.	.	.	.	.	1	.
48	ACO1	2	.	.	.	.	.	.	.	.	.	.	.
11141	IL1RAPL1	.	.	2	.	2	.	1	.	.	.	.	.
57338	JPH3	.	2	.	.	.	.	.	.	2	.	.	.
9829	DNAJC6	.	.	.	2	.	2	2	.	.	1	.	.
8936	WASF1	1	.	.	.	.	.	.	.	.	.	.	.
6334	SCN8A	2	2	.	2	.	3	3	.	.	2	.	3
54938	SARS2	.	.	.	.	.	.	.	2	.	.	.	.
9628	RGS6	.	.	.	2	.	.	.	.	.	.	.	.
1917	EEF1A2	1	.	.	.	.	2	2	.	.	.	.	.
9531	BAG3	.	.	.	.	.	.	.	.	.	1	.	.
9118	INA	.	.	.	1	.	.	.	.	.	.	.	.
8239	USP9X	.	.	.	.	.	.	1	.	.	.	.	.
9529	BAG5	.	.	.	1	.	.	.	.	.	.	.	.
23046	KIF21B	.	2	3	1	3	.	.	.	.	.	.	2
124997	WDR81	.	.	.	.	.	.	3	.	.	.	.	.
9755	TBKBP1	.	.	.	.	.	.	.	.	.	.	.	2
84932	RAB2B	.	.	2	.	2	.	.	.	.	.	.	.
4139	MARK1	1	1	2	.	2	.	.	.	.	.	.	.
8825	LIN7A	.	.	.	.	.	.	1	.	.	.	.	.
9455	HOMER2	.	.	.	1	.	.	.	.	.	.	.	.
9373	PLAA	.	.	.	2	.	.	.	.	.	.	.	.
3635	INPP5D	1	.	.	.	.	.	.	.	.	.	.	.
8671	SLC4A4	.	.	.	.	.	.	2	1	.	.	.	.
80856	LNPK	.	1	.	.	.	.	.	.	.	.	.	.
54749	EPDR1	3	.	.	.	.	.	.	.	.	.	.	.
8831	SYNGAP1	.	.	2	1	2	2	1	.	.	.	.	.
7447	VSNL1	3	.	.	3	.	.	.	.	.	.	.	.
26011	TENM4	.	3	3	2	3	.	.	.	.	.	.	.
9892	SNAP91	1	1	.	.	.	.	.	.	.	.	.	.
9524	TECR	.	.	.	.	.	.	1	.	.	.	.	.
8473	OGT	.	.	.	.	.	.	.	2	.	.	.	.
950	SCARB2	.	.	.	.	.	2	.	.	.	2	.	.
10814	CPLX2	.	.	.	2	.	.	.	.	.	.	.	.
9145	SYNGR1	.	2	.	2	.	.	.	.	.	.	.	.
9555	MACROH2A1	.	.	.	.	.	.	.	.	2	.	.	.
254263	CNIH2	.	.	.	2	.	.	.	.	.	.	.	.
8879	SGPL1	1	.	.	.	.	.	.	.	.	.	.	.
9685	CLINT1	.	.	.	2	.	.	.	.	.	.	.	.
83660	TLN2	.	.	.	.	.	2	.	.	.	.	.	.
5121	PCP4	.	.	.	.	.	.	.	2	.	.	.	.
4076	CAPRIN1	.	.	.	.	.	.	2	.	.	.	.	.
9497	SLC4A7	.	.	.	.	.	.	.	2	.	.	.	.
16	AARS1	.	.	.	.	.	2	.	.	.	.	.	.
1657	DMXL1	2	.	.	.	.	.	.	.	.	.	.	.
4648	MYO7B	2	.	.	.	.	.	.	.	.	.	.	.
9162	DGKI	.	.	.	2	.	.	.	.	.	.	.	.
493	ATP2B4	.	.	.	2	.	.	.	.	.	.	.	.
5334	PLCL1	.	.	.	1	.	.	.	.	.	.	.	.
339829	CCDC39	.	.	.	2	.	.	.	.	.	.	.	.
54499	TMCO1	.	.	.	.	.	.	1	.	.	.	.	.
9498	SLC4A8	2	.	.	.	.	2	.	.	.	.	.	.
6263	RYR3	1	.	2	.	2	.	.	.	.	.	.	.
9897	WASHC5	.	.	.	.	.	.	.	.	.	.	1	.
57537	SORCS2	.	.	.	.	.	1	.	.	.	.	.	.
9651	PLCH2	.	.	.	1	.	.	.	.	.	.	.	.
79180	EFHD2	.	.	.	2	.	.	.	.	.	.	.	.
64478	CSMD1	1	2	3	2	3	.	.	2	.	.	.	1
3908	LAMA2	.	.	.	.	.	.	2	.	.	.	.	.
343990	KIAA1211L	.	2	.	.	.	.	.	.	.	.	.	.
729993	SHISA9	.	.	.	1	.	.	.	.	.	.	.	.
5289	PIK3C3	.	.	.	2	.	.	.	.	.	.	.	.
489	ATP2A3	.	2	.	1	.	.	.	.	.	.	.	.
26115	TANC2	.	.	.	.	.	.	.	.	.	.	2	.
283450	HECTD4	.	.	.	.	.	.	.	1	.	.	.	.
718	C3	1	.	.	.	.	2	.	1	.	2	.	1
7879	RAB7A	1	.	.	.	.	.	.	.	.	2	.	.
9445	ITM2B	1	.	.	.	.	.	.	.	.	.	.	.
889	KRIT1	.	.	.	.	.	1	.	.	.	.	.	.
5902	RANBP1	.	.	.	2	.	.	.	.	.	.	.	.
793	CALB1	.	.	2	.	2	.	.	.	.	2	.	.
57605	PITPNM2	.	.	.	2	.	.	.	.	.	.	.	2
760	CA2	2	.	.	1	.	.	.	.	.	.	.	.
6620	SNCB	.	.	.	.	.	.	.	.	.	2	.	.
3751	KCND2	.	.	2	.	2	2	.	.	.	.	.	.
57471	ERMN	.	.	.	1	.	2	.	.	.	.	.	.
57447	NDRG2	2	.	.	.	.	.	.	.	.	.	.	.
7881	KCNAB1	.	.	.	.	.	1	.	.	.	.	.	.
8774	NAPG	.	2	.	.	.	.	.	.	.	.	.	.
83696	TRAPPC9	.	.	.	.	.	.	1	.	.	.	.	.
90580	TIMM29	.	.	.	.	.	.	3	.	.	.	.	.
93185	IGSF8	.	.	.	.	.	.	.	.	.	.	2	.
9927	MFN2	.	.	.	.	.	.	.	2	.	.	.	.
8913	CACNA1G	1	.	.	.	.	2	2	.	.	.	.	.
8562	DENR	.	.	.	.	.	.	.	.	.	2	.	.
8653	DDX3Y	.	.	.	.	.	.	.	.	.	2	.	.
57037	ANKMY2	2	.	.	.	.	.	.	.	.	.	.	.
54954	FAM120C	.	2	2	2	2	.	2	.	.	.	.	.
6509	SLC1A4	.	.	.	2	.	.	.	.	.	.	.	.
5099	PCDH7	2	.	.	.	.	2	.	.	.	.	.	.
57465	TBC1D24	.	.	.	.	.	2	2	.	.	.	.	.
55691	FRMD4A	2	.	.	.	.	.	.	.	.	.	.	.
80303	EFHD1	.	.	.	2	.	.	.	.	.	2	.	.
55967	NDUFA12	1	.	.	.	.	.	.	.	.	.	.	.
8801	SUCLG2	1	.	.	.	.	.	.	.	.	.	.	.
9537	TP53I11	.	.	.	2	.	.	.	.	.	.	.	.
9520	NPEPPS	1	.	.	.	.	.	.	.	.	.	.	1
